Date;Gold;Silver;Platinum;Palladium
19.11.2019 0:00;2989.35;34.58;1807.87;3509.16
16.11.2019 0:00;3010.41;34.99;1799.35;3557.61
15.11.2019 0:00;3029.82;34.99;1806.35;3573.48
14.11.2019 0:00;3020.71;34.54;1804.03;3539.94
13.11.2019 0:00;2987;34.65;1802.46;3492.02
12.11.2019 0:00;3011.34;34.54;1816.46;3534.29
09.11.2019 0:00;3005.5;35.92;1831.76;3663.52
08.11.2019 0:00;3040.86;35.94;1909.63;3681.98
07.11.2019 0:00;3043.19;36.89;1897.2;3632.9
06.11.2019 0:00;3059.56;36.98;1903.33;3631.78
02.11.2019 0:00;3108.27;37.17;1918.67;3689.12
01.11.2019 0:00;3088.73;36.82;1898.68;3696.88
31.10.2019 0:00;3060.14;36.27;1891.34;3665.63
30.10.2019 0:00;3063.49;37.05;1879.86;3694.04
29.10.2019 0:00;3090.57;37.22;1905.62;3661.33
26.10.2019 0:00;3095.87;37.29;1909.39;3652.13
25.10.2019 0:00;3056.83;35.99;1886.84;3580.69
24.10.2019 0:00;3065.02;35.97;1835.83;3595.76
23.10.2019 0:00;3043.12;36.06;1816.73;3592.54
22.10.2019 0:00;3056.17;36.34;1830.6;3612.01
19.10.2019 0:00;3058.56;35.85;1815.6;3606.53
18.10.2019 0:00;3055.16;35.91;1815.25;3640.8
17.10.2019 0:00;3067.03;35.7;1830.85;3603.77
16.10.2019 0:00;3087.91;36.5;1842.73;3565.64
15.10.2019 0:00;3092.08;36.43;1843.82;3520.03
12.10.2019 0:00;3093.85;36.34;1862.48;3522.61
11.10.2019 0:00;3139.3;36.95;1852.53;3505.23
10.10.2019 0:00;3146.52;37.21;1856.43;3472.18
09.10.2019 0:00;3128.29;36.61;1837.35;3397.32
08.10.2019 0:00;3130.78;36.32;1823.67;3443.1
05.10.2019 0:00;3156;36.81;1848.23;3472.75
04.10.2019 0:00;3149.4;36.85;1863.67;3545.17
03.10.2019 0:00;3122.35;36.31;1838.84;3460.98
02.10.2019 0:00;3067.01;35.79;1843.01;3487.28
01.10.2019 0:00;3091.6;35.86;1922.38;3514.31
28.09.2019 0:00;3098.54;36.28;1923.97;3427.52
27.09.2019 0:00;3114.97;37.14;1918.11;3406.3
26.09.2019 0:00;3159.17;38.32;1968.74;3450.45
25.09.2019 0:00;3113.77;38.01;1960.12;3391.81
24.09.2019 0:00;3123.92;37.79;1963.37;3408.66
21.09.2019 0:00;3087.59;36.7;1939.88;3380.93
20.09.2019 0:00;3093.77;36.66;1916.06;3278.77
19.09.2019 0:00;3111.72;36.98;1943.01;3308.09
18.09.2019 0:00;3090.88;36.78;1921.36;3279.92
17.09.2019 0:00;3082.34;36.6;1955.64;3320.28
14.09.2019 0:00;3122.25;37.61;1979.52;3333.05
13.09.2019 0:00;3150.08;38.13;1999.52;3349.3
12.09.2019 0:00;3142.18;38.21;1975.36;3285.96
11.09.2019 0:00;3144.52;37.85;1973.48;3248.45
10.09.2019 0:00;3183.15;38.3;1996.39;3265.47
07.09.2019 0:00;3193.33;38.5;1994.57;3299.53
06.09.2019 0:00;3275.94;40.82;2085.42;3312.89
05.09.2019 0:00;3290;41.27;2069.61;3303.26
04.09.2019 0:00;3296.48;39.74;2013.44;3304.11
03.09.2019 0:00;3263.01;39.31;2004.91;3287.96
31.08.2019 0:00;3263.29;39.3;1998.74;3206.54
30.08.2019 0:00;3297.6;39.66;1965.71;3186.76
29.08.2019 0:00;3291.97;39.21;1853.37;3155.85
28.08.2019 0:00;3263.35;37.76;1823.56;3148.63
27.08.2019 0:00;3189.7;36.16;1805.05;3096.8
24.08.2019 0:00;3154.36;35.96;1813.94;3125.89
23.08.2019 0:00;3161.83;35.78;1793.26;3094.96
22.08.2019 0:00;3194.86;36.45;1798.06;3178.56
21.08.2019 0:00;3226.42;36.54;1833.67;3186.38
20.08.2019 0:00;3210.86;36.24;1807.43;3115.89
17.08.2019 0:00;3201.94;36.41;1769.6;3070.28
16.08.2019 0:00;3215.04;36.63;1779.48;3031.48
15.08.2019 0:00;3145.23;35.88;1779.78;3025
14.08.2019 0:00;3221.08;36.79;1824.41;3037.16
13.08.2019 0:00;3159.47;35.67;1798.56;2995.5
10.08.2019 0:00;3154.3;35.67;1810.55;2998
09.08.2019 0:00;3135.52;35.64;1794.54;2965.07
08.08.2019 0:00;3113.34;35.2;1787.25;2990.6
07.08.2019 0:00;3064.51;34.35;1792.36;3004.03
06.08.2019 0:00;3048.33;34.48;1782;2953.27
03.08.2019 0:00;2984.54;33.66;1756.16;2953.26
02.08.2019 0:00;2886.37;32.85;1748.57;3107.2
01.08.2019 0:00;2916.76;33.59;1782.01;3117.49
31.07.2019 0:00;2910.73;33.53;1795.2;3152.3
30.07.2019 0:00;2897.85;33.47;1770.63;3128.72
27.07.2019 0:00;2878.45;33.37;1751.53;3109.32
26.07.2019 0:00;2896.27;33.58;1788.91;3125.02
25.07.2019 0:00;2892.77;33.55;1749.2;3104.72
24.07.2019 0:00;2877.12;33.35;1713.02;3070.85
23.07.2019 0:00;2884.19;33.18;1719.03;3037.16
20.07.2019 0:00;2904.57;32.98;1732.17;3076.28
19.07.2019 0:00;2870.2;32.38;1714.97;3096.64
18.07.2019 0:00;2834.84;31.59;1689.81;3076.07
17.07.2019 0:00;2859.79;31.09;1702.42;3134.23
16.07.2019 0:00;2860.78;30.95;1694.75;3151.15
13.07.2019 0:00;2847.96;30.68;1669.55;3154.72
12.07.2019 0:00;2882.23;30.92;1681.01;3242.53
11.07.2019 0:00;2862.32;30.96;1667.61;3179.33
10.07.2019 0:00;2845.37;30.8;1656.5;3185.89
09.07.2019 0:00;2884.91;30.95;1669.47;3225.99
06.07.2019 0:00;2891.42;31.09;1700.84;3203.38
05.07.2019 0:00;2884.84;31.15;1704.1;3186.02
04.07.2019 0:00;2909.22;31.25;1696.41;3182.56
03.07.2019 0:00;2831.86;30.84;1697.37;3152.84
02.07.2019 0:00;2817.96;30.94;1688.69;3144.24
29.06.2019 0:00;2865.87;30.87;1654.79;3112.87
28.06.2019 0:00;2842.29;30.91;1645.88;3082.99
27.06.2019 0:00;2840.7;30.8;1625.56;3085.54
26.06.2019 0:00;2873.62;30.96;1632.25;3069.51
25.06.2019 0:00;2842.64;31.09;1638.29;3066.24
22.06.2019 0:00;2817.88;31.03;1633.88;3028.25
21.06.2019 0:00;2815.75;31.24;1660.94;3105.85
20.06.2019 0:00;2761.3;30.74;1645.59;3075.19
19.06.2019 0:00;2781.1;30.81;1650.6;3067.47
18.06.2019 0:00;2756.91;30.56;1652.25;3033.6
15.06.2019 0:00;2801.67;31.13;1694.53;3038.97
14.06.2019 0:00;2775.72;30.74;1687.29;2954.84
12.06.2019 0:00;2743.48;30.48;1665.61;2874.88
11.06.2019 0:00;2767.62;30.72;1664.4;2816.36
08.06.2019 0:00;2790.11;31.18;1679.13;2816.67
07.06.2019 0:00;2803.38;31.37;1692.54;2799.92
06.06.2019 0:00;2800.97;31.07;1723.19;2793.12
05.06.2019 0:00;2772.92;30.84;1719.98;2780.05
04.06.2019 0:00;2769.32;30.99;1679.78;2815.79
01.06.2019 0:00;2724.35;30.44;1666.98;2873.6
31.05.2019 0:00;2669.91;30.12;1656.6;2800.75
30.05.2019 0:00;2678.47;30;1661.13;2783.86
29.05.2019 0:00;2664.08;30.05;1678.67;2763.88
28.05.2019 0:00;2658.05;30.16;1658.04;2754.42
25.05.2019 0:00;2662.03;30.22;1674.29;2771.09
24.05.2019 0:00;2645.61;30.02;1658.75;2718.28
23.05.2019 0:00;2638.46;29.9;1677.52;2723.38
22.05.2019 0:00;2647.59;29.94;1684.83;2761.72
21.05.2019 0:00;2644.05;29.89;1698.08;2730.62
18.05.2019 0:00;2671.88;30.09;1716.42;2749.18
17.05.2019 0:00;2689.1;30.71;1760.15;2775.14
16.05.2019 0:00;2708.13;30.89;1772.2;2764.63
15.05.2019 0:00;2724.24;30.98;1795.03;2792.26
14.05.2019 0:00;2700.5;30.86;1795.49;2807.96
09.05.2019 0:00;2700.6;31.31;1826.62;2785.01
08.05.2019 0:00;2686.58;31.09;1838.86;2809.66
07.05.2019 0:00;2685.68;30.78;1795.99;2854.67
01.05.2019 0:00;2670.47;31.14;1866;2842.63
30.04.2019 0:00;2666.72;31.14;1861.5;3032.47
27.04.2019 0:00;2665.93;31.2;1849.41;2937.41
26.04.2019 0:00;2657.28;30.91;1834.11;2946.64
25.04.2019 0:00;2620.2;30.45;1834.84;2873.62
24.04.2019 0:00;2611.74;30.71;1833.52;2820.01
23.04.2019 0:00;2616.16;30.67;1825.18;2860.82
20.04.2019 0:00;2623.31;30.75;1830.17;2868.63
19.04.2019 0:00;2629.41;30.81;1820.91;2852.9
18.04.2019 0:00;2623.51;30.84;1817.4;2800.11
17.04.2019 0:00;2651.5;30.87;1834.1;2829.64
16.04.2019 0:00;2657.89;30.85;1836.3;2831.92
13.04.2019 0:00;2688.57;31.25;1864.77;2839.68
12.04.2019 0:00;2701.25;31.39;1871.71;2836.55
11.04.2019 0:00;2715.75;31.73;1854.48;2884.75
10.04.2019 0:00;2711.25;31.77;1882.68;2901.08
09.04.2019 0:00;2725.26;31.81;1914.05;2907.84
06.04.2019 0:00;2710.41;31.95;1909.42;2815.77
05.04.2019 0:00;2712.81;31.68;1852.5;2953.09
04.04.2019 0:00;2706.51;31.77;1801.76;2998.04
03.04.2019 0:00;2709.54;31.63;1780.82;2951.2
02.04.2019 0:00;2717.15;31.7;1783.53;2900.34
30.03.2019 0:00;2687.23;31.62;1762.83;2886.72
29.03.2019 0:00;2722.8;32.08;1787.56;2979.27
28.03.2019 0:00;2737.6;32.06;1790.11;3142.04
27.03.2019 0:00;2713.44;32.03;1757.72;3224.56
26.03.2019 0:00;2735.93;32.06;1762.64;3185.2
23.03.2019 0:00;2688.11;31.86;1759.13;3247.62
22.03.2019 0:00;2699.61;31.4;1780.89;3287.16
21.03.2019 0:00;2692.86;31.85;1775.26;3304.59
20.03.2019 0:00;2705.44;31.8;1736.98;3300.25
19.03.2019 0:00;2714.04;31.93;1729.87;3241.42
16.03.2019 0:00;2739.87;32.04;1752.05;3276.95
15.03.2019 0:00;2731.86;32.63;1751.57;3265.53
14.03.2019 0:00;2759.07;32.57;1767.12;3251.67
13.03.2019 0:00;2742.36;32.34;1761.35;3275.31
12.03.2019 0:00;2753.97;32.11;1727.14;3214.22
08.03.2019 0:00;2728.21;32.01;1751.79;3272.41
07.03.2019 0:00;2721.38;31.99;1759.14;3196.52
06.03.2019 0:00;2718.46;32.07;1770.7;3219.84
05.03.2019 0:00;2723.44;32.92;1787.49;3259.79
02.03.2019 0:00;2771.83;33.46;1823.98;3243.8
01.03.2019 0:00;2807.83;33.6;1851.48;3272.92
28.02.2019 0:00;2804.29;33.47;1826.61;3287.48
27.02.2019 0:00;2800.7;33.66;1789;3251.01
26.02.2019 0:00;2788.69;33.3;1783.38;3197.5
23.02.2019 0:00;2785.12;33.51;1748.27;3123.72
22.02.2019 0:00;2813.17;33.79;1727.87;3082.78
21.02.2019 0:00;2849.42;33.41;1744.69;3171.78
20.02.2019 0:00;2829.88;33.55;1730.43;3154.36
19.02.2019 0:00;2819.87;33.39;1716.69;3105.38
16.02.2019 0:00;2826.58;33.41;1689.94;3036.75
15.02.2019 0:00;2793.31;33.58;1677.29;3014.42
14.02.2019 0:00;2768.63;33.38;1670.28;2975.25
13.02.2019 0:00;2771.12;33.18;1666.98;2943.1
12.02.2019 0:00;2758.22;33.31;1669.6;2929.72
09.02.2019 0:00;2784.73;33.37;1688.55;2967.18
08.02.2019 0:00;2773.37;33.39;1708.68;2916.44
07.02.2019 0:00;2772.87;33.5;1720.7;2905.14
06.02.2019 0:00;2770.04;33.19;1728.64;2890.2
05.02.2019 0:00;2764.42;33.76;1726.97;2857.2
02.02.2019 0:00;2788.13;33.93;1735.26;2866.76
01.02.2019 0:00;2778.97;33.44;1718.86;2874.57
31.01.2019 0:00;2790.18;33.69;1734.1;2856.16
30.01.2019 0:00;2790.6;33.45;1744.73;2855.98
29.01.2019 0:00;2757.73;32.59;1719.07;2859.47
26.01.2019 0:00;2718.93;32.42;1701.78;2784.73
25.01.2019 0:00;2715.63;32.65;1680.62;2858.33
24.01.2019 0:00;2740.2;32.54;1686.9;2872.63
23.01.2019 0:00;2748.89;32.65;1696.72;2849.98
22.01.2019 0:00;2728.27;33.01;1702.64;2955.08
19.01.2019 0:00;2740.48;33.22;1727.39;3021.87
18.01.2019 0:00;2764.26;33.2;1719.65;2967.2
17.01.2019 0:00;2769.98;33.48;1717.15;2859.05
16.01.2019 0:00;2780.79;33.68;1727.54;2855.52
15.01.2019 0:00;2794.74;33.87;1730.38;2836.44
12.01.2019 0:00;2781.36;33.79;1770.62;2852.78
11.01.2019 0:00;2778.16;33.58;1771.28;2835.34
10.01.2019 0:00;2763.32;33.73;1774.93;2887.76
